무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G8786,경기도,파주시,시도,,가람로,02,,경기도 파주시 와동동 1524-1,37.73534426,126.7587503,벧엘교회앞교차로(금촌동→교하동),02,50,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
G9082,경기도,파주시,시도,,교차로,03,,경기도 파주시 동패동 1864,37.71345209,126.7356552,동패초교 건너편(동패중학교→한울도서관),02,30,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
G9083,경기도,파주시,시도,,와석순환로,02,,경기도 파주시 동패동 1834,37.71538868,126.7384118,구름다리 150 구름다리 50m(산내초교→와석초교),02,60,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
006-교하-006,경기도,파주시,기타,,청석로,3,경기도 파주시 청석로 262,경기도 파주시 동패동 1696-2,37.72533,126.718174,교하중심상가 이지타운 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
017-교하-017,경기도,파주시,기타,,책향기로,3,경기도 파주시 책향기로 369,경기도 파주시 동패동 1687,37.724661,126.711643,숲속길마을 601동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
018-교하-018,경기도,파주시,기타,,교하로,3,경기도 파주시 교하로,경기도 파주시 목동동 914,37.727366,126.733596,산내마을 305동 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
011-금촌1-011,경기도,파주시,기타,,송화로,3,경기도 파주시 송화로 6,경기도 파주시 아동동 291-11,37.771192,126.777435,금촌 팜스프링아파트 정문 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
012-금촌1-012,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 256,경기도 파주시 금촌동 769-14,37.758925,126.778385,금촌 동문서원빌딩 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
013-금촌1-013,경기도,파주시,기타,,원양길,3,경기도 파주시 원양길 27,경기도 파주시 금촌동 329-340,37.765071,126.775563,금촌순복음교회 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G4570,경기도,파주시,지방도,371,설마천로,02,,경기도 파주시 적성면 가월리 153-4,37.97676781,126.9201583,능어교차로(파주→양주),02,60,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
G4571,경기도,파주시,지방도,371,감악산로,01,,경기도 파주시 적성면 설마리 산3-1,37.92208681,126.9539679,설마교차로(양주→파주),02,60,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
G4572,경기도,파주시,일반국도,1,통일로,01,,경기도 파주시 조리읍 봉일천리 125-18,37.74265847,126.8110139,봉일천입구교차로(서울→문산),02,60,99,2019,경기도북부경찰청,031-961-3853,2023-11-01
G4573,경기도,파주시,지방도,359,방촌로,02,,경기도 파주시 탄현면 축현리 487-2,37.80229324,126.7181169,탄현초교앞(문산→탄현),01,30,02,2019,경기도북부경찰청,031-961-3853,2023-11-01
H7152,경기도,파주시,시도,,해올로,01,,경기도 파주시 다율동 137-3,37.7362619,126.7290441,파크푸르지오 건너편 다율초교(산들중→다율초교),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H7153,경기도,파주시,시도,,청석로,02,,경기도 파주시 동패동 512-13,37.71187243,126.721514,디에트르더퍼스트아파트 1304동(교하중앙공원→삽다리IC),02,50,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H7154,경기도,파주시,시도,,청석로,01,,경기도 파주시 동패동 1170-2,37.70989831,126.7240652,운정SB타워 건너편(고양→파주),02,50,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H7156,경기도,파주시,시도,,얼음실로,03,경기도 파주시 탄현면 얼음실로 120,경기도 파주시 탄현면 법흥리 1656,37.78946202,126.7049469,헤이리예술마을 건너편(경기미래교육→동화경모공원),02,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
F8108,경기도,파주시,지방도,360,파주로,01,,경기도 파주시 당하동 611-16,37.7383085,126.7450691,와동교차로 전 750m지점(문발IC→파주시청),01,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
201-금촌3-201,경기도,파주시,기타,,평화로,3,경기도 파주시 평화로 348번길 50,경기도 파주시 검산동 310,37.774498,126.744046,검산 유승아파트 101동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
F7562,경기도,파주시,시도,,서영로,02,경기도 파주시 국사봉길 10-54,경기도 파주시 월롱면 능산리 382-6,37.8303679,126.7731839,능산교차로(문산역→파주LCD산업단지),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7563,경기도,파주시,시도,,심학산로,02,,경기도 파주시 와동동 1403,37.71709094,126.7540617,한빛마을2단지201동앞(운정호수공원→동패초등학교),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
H3618,경기도,파주시,일반국도,77,자유로,02,,경기도 파주시 신촌동 397-3,37.73199398,126.6889701,문발IC 종점3/4차로(파주→서울),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
213-운정3-213,경기도,파주시,기타,,운정길,3,경기도 파주시 운정길 368,경기도 파주시 야당동 296-67,37.725274,126.767899,운정역 2번출구 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
214-운정3-214,경기도,파주시,기타,,동패로,3,경기도 파주시 동패로 95,경기도 파주시 동패동 1891,37.711193,126.739203,한울마을 열린프라자2 뒤 삼거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
215-운정3-215,경기도,파주시,기타,,한울로,3,경기도 파주시 한울로 67,경기도 파주시 동패동 1903,37.710677,126.739156,한울마을 아름터프라자 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
217-운정3-217,경기도,파주시,기타,,와석순환로,3,경기도 파주시 와석순환로 66,경기도 파주시 야당동 1006-9,37.709973,126.752081,한빛마을 709동 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
218-운정3-218,경기도,파주시,기타,,한울로,3,경기도 파주시 한울로 123,경기도 파주시 동패동 1762,37.710768,126.744693,이마트 파주운정점 주차장 입구 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
219-운정3-219,경기도,파주시,기타,,한울로,3,경기도 파주시 한울로 101,경기도 파주시 동패동 1755,37.710556,126.743767,한울마을 412동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
221-운정3-221,경기도,파주시,기타,,가온로,3,경기도 파주시 가온로,경기도 파주시 와동동 1397,37.720449,126.75322,해솔마을 801동 앞 삼거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
001-조리-001,경기도,파주시,기타,,조리읍,3,경기도 파주시 조리읍 봉천로 29,경기도 파주시 조리읍 봉일천리 142-2,37.743409,126.808331,봉일천프라자 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
003-조리-003,경기도,파주시,기타,,조리읍,3,경기도 파주시 조리읍 봉천로 37,경기도 파주시 조리읍 봉일천리 168-2,37.743608,126.807507,봉일천전통시장 입구 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
004-조리-004,경기도,파주시,기타,,조리읍,3,경기도 파주시 조리읍 봉천로 47-1,경기도 파주시 조리읍 봉일천리 169-3,37.743712,126.80654,봉일천우체국 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
007-조리-007,경기도,파주시,기타,,봉천로,3,경기도 파주시 봉천로 23,경기도 파주시 조리읍 봉일천리 141-61,37.743144,126.808952,조리농협 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H2279,경기도,파주시,지방도,358,동서대로,02,,경기도 파주시 야당동 1037,37.70689374,126.7533442,아미가골프연습장 1/2차로(동패중→야당역),01,70,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2280,경기도,파주시,지방도,358,동서대로,02,,경기도 파주시 야당동 1037,37.70689374,126.7533442,아미가골프연습장 3/4차로(동패중→야당역),01,70,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2281,경기도,파주시,지방도,363,중앙로,01,경기도 파주시 중앙로 106,경기도 파주시 금릉동 27,37.75182255,126.7914439,럭키건재(고양→파주),01,50,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
H2282,경기도,파주시,지방도,358,동서대로,01,,경기도 파주시 동패동 1780-2,37.7077411,126.7355384,삽다리IC 454 삽다리IC 전 1/2차로(야당역→삽다리IC),01,70,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2284,경기도,파주시,시도,,청송로,01,,경기도 파주시 파평면 금파리 281-6,37.92026176,126.8386219,파평중 건너편 노인보호구역(문산→적성),02,30,01,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2285,경기도,파주시,시도,,청송로,02,,경기도 파주시 적성면 마지리 449-7,37.94835194,126.9035249,마지2리입구교차로(적성→파평),02,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H2286,경기도,파주시,시도,,파발로,01,,경기도 파주시 파주읍 파주리 67,37.83135478,126.8257493,진골교차로(파주→양주),02,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3950,경기도,파주시,시도,,한빛로,01,,경기도 파주시 야당동 1015-1,37.71058867,126.755171,와석초교 건너편(운정초교→한빛고교),02,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3951,경기도,파주시,시도,,청석로,02,,경기도 파주시 동패동 1714-4,37.72090936,126.7176958,우남퍼스트빌아파트 769 우남퍼스트빌아파트 건너편(탄현면→덕이동),02,50,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H7149,경기도,파주시,지방도,3,남북로,01,,경기도 파주시 다율동 산 89-5,37.73614932,126.7262754,파크푸르지오 104동1/2차로(일산서구→탄현면),01,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H7150,경기도,파주시,지방도,3,남북로,01,,경기도 파주시 다율동 산 89-5,37.73614932,126.7262754,파크푸르지오 104동3/4차로(일산서구→탄현면),01,60,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
F7048,경기도,파주시,시도,,와석순환로,01,,경기도 파주시 야당동 1033-1,37.70952037,126.755508,운정신도시 와석초교사거리(동패동→일산),02,50,02,2016,경기도북부경찰청,031-961-3853,2023-11-01
H0716,경기도,파주시,지방도,78,정문로,01,,경기도 파주시 조리읍 뇌조리 540-5,37.77157932,126.8143977,대동천막공사(서울→문산),01,40,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
H0717,경기도,파주시,지방도,357,남북로,01,,경기도 파주시 동패동 1785-1,37.71476785,126.7316175,심학산지하차도 343 심학산지하차도 전(서울→문산),01,60,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
H0718,경기도,파주시,지방도,357,남북로,02,,경기도 파주시 동패동 산 117-4,37.71278502,126.7311706,심학산지하차도 344 심학산지하차도 100m(문산→서울),01,60,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
011-운정1-011,경기도,파주시,기타,,가람로,3,경기도 파주시 가람로 39-1,경기도 파주시 와동동 1590,37.734843,126.754092,가람마을 MK타워 사거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
F7484,경기도,파주시,시도,,책향기로,02,,경기도 파주시 와동동 1339-4,37.73067249,126.7607047,가람도서관앞사거리(운정역→한가람중학교),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7487,경기도,파주시,시도,,시청로,01,경기도 파주시 시청로 123,경기도 파주시 아동동 241-7,37.76498146,126.7808936,신안실크밸리1차아파트 103동앞(파주시청→금촌3동),02,50,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7488,경기도,파주시,지방도,3,경의로,01,,경기도 파주시 와동동 1329,37.72609443,126.7609012,한빛마을5단지 502동앞사거리(일산→금촌),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7490,경기도,파주시,시도,,와석순환로,01,,경기도 파주시 와동동 1394,37.72279904,126.7507871,운정행복센터앞사거리(교하현대2차아파트→운정역),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7491,경기도,파주시,시도,,미래로,02,경기도 파주시 가온로 205,경기도 파주시 와동동 1405,37.72120496,126.750203,가온초교 맞은편(고양→운정행복센터),02,50,02,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7492,경기도,파주시,시도,,미래로,02,,경기도 파주시 목동동 675,37.72634605,126.7514654,해솔마을 벽산연리지우남아파트 4단지 404동앞사거리(해솔마을11단지→행복센터),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7494,경기도,파주시,시도,,와석순환로,01,경기도 파주시 와석순환로 307,경기도 파주시 목동동 1008,37.72449612,126.7392617,교하2차현대아파트입구(행복센터→운정고교),02,50,02,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7552,경기도,파주시,시도,,청송로,02,,경기도 파주시 파평면 눌노리 357-1,37.92992789,126.8499637,적성면→파평면사무소,01,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
F7553,경기도,파주시,시도,,화합로,01,,경기도 파주시 법원읍 법원리 422-4,37.84644919,126.8834646,법원119안전센터 지나 100m지점(문산읍→양주),01,50,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
H7751,경기도,파주시,일반국도,1,통일로,01,,경기도 파주시 조리읍 봉일천리 56-2,37.73655403,126.8250788,토파즈아파트건너편(관산동→파주시청),02,60,99,2022,경기도북부경찰청,031-961-3853,2023-11-01
202-금촌3-202,경기도,파주시,기타,,평화로,3,경기도 파주시 평화로 348번길 20,경기도 파주시 검산동 271-4,37.773704,126.744576,검산마트 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
004-문산-004,경기도,파주시,기타,,문산읍,3,경기도 파주시 문산읍 문향로 61-1,경기도 파주시 문산읍 문산리 8-4,37.857551,126.784888,문산 경향빌딩 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
006-문산-006,경기도,파주시,기타,,문향로,3,경기도 파주시 문향로 50번길 29,경기도 파주시 문산읍 문산리 17-419,37.856267,126.786926,문산 청도훼미리코아 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
009-문산-009,경기도,파주시,기타,,방촌로,3,경기도 파주시 방촌로 1719,경기도 파주시 문산읍 당동리 900,37.866237,126.78415,문산 와우시티 A동 사거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
012-문산-012,경기도,파주시,기타,,방촌로,3,경기도 파주시 방촌로 1719-74,경기도 파주시 문산읍 당동리 897,37.866412,126.783379,문산 좋은빌딩1 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
013-문산-013,경기도,파주시,기타,,당동2로,3,경기도 파주시 당동2로 15,경기도 파주시 문산읍 당동리 932,37.868191,126.783576,문산 판플라자 사거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
008-운정1-008,경기도,파주시,기타,,미래로,3,경기도 파주시 미래로 602번길,경기도 파주시 와동동 1307,37.732093,126.752033,가람마을 104동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
009-운정1-009,경기도,파주시,기타,,미래로,3,경기도 파주시 미래로 602번길 3,경기도 파주시 와동동 1305,37.731101,126.751466,가람마을 윤정프라자 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
103-금촌2-103,경기도,파주시,기타,,번영로,3,경기도 파주시 번영로 28,경기도 파주시 금촌동 943-17,37.757846,126.770013,금촌농협 동부지점 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
012-운정1-012,경기도,파주시,기타,,책향기로,3,경기도 파주시 책향기로 757,경기도 파주시 와동동 1314-1,37.73006,126.754351,가람마을 205동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
013-운정1-013,경기도,파주시,기타,,가람로,3,경기도 파주시 가람로 6,경기도 파주시 와동동 1555,37.733587,126.751274,가람마을 101동 앞 삼거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
015-운정1-015,경기도,파주시,기타,,금바위로,3,경기도 파주시 금바위로 45,경기도 파주시 와동동 1376,37.728314,126.758829,가람마을 8단지 정문 삼거리 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
016-운정1-016,경기도,파주시,기타,,책향기로,3,경기도 파주시 책향기로 824,경기도 파주시 와동동 1341,37.729579,126.762699,운정역 파주운정디에이블 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
017-운정1-017,경기도,파주시,기타,,책향기로,3,경기도 파주시 책향기로 757,경기도 파주시 와동동 1315-1,37.730133,126.755982,한가람중학교 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
019-운정1-019,경기도,파주시,기타,,가람로,3,경기도 파주시 가람로 53,경기도 파주시 와동동 1556,37.734741,126.755846,가람마을 현대프라자 뒤 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
020-운정1-020,경기도,파주시,기타,,가람로,3,경기도 파주시 가람로 2,경기도 파주시 와동동 1301-1,37.733185,126.75039,가람마을 센타프라자 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
103-운정2-103,경기도,파주시,기타,,청암로,3,경기도 파주시 청암로 48번길 8-32,경기도 파주시 목동동 870,37.729074,126.73773,홈플러스 파주운정점 정문 앞 사거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
104-운정2-104,경기도,파주시,기타,,청암로,3,경기도 파주시 청암로 17번길 33,경기도 파주시 목동동 951,37.728628,126.736708,산내마을 현대메디컬프라자 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H3611,경기도,파주시,일반국도,77,자유로,01,,경기도 파주시 문발동 495-119,37.70639863,126.6828908,파주출판도시휴게소 635 파주출판도시휴게소 500m 시점1/2차로(서울→파주),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3612,경기도,파주시,일반국도,77,자유로,01,,경기도 파주시 문발동 495-119,37.70639863,126.6828908,파주출판도시휴게소 636 파주출판도시휴게소 500m 시점3/4차로(서울→파주),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3613,경기도,파주시,일반국도,77,자유로,01,,경기도 파주시 탄현면 성동리 401-4,37.76909659,126.6837021,종점1/2차로(서울→파주),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3614,경기도,파주시,일반국도,77,자유로,01,,경기도 파주시 탄현면 성동리 401-4,37.76909659,126.6837021,종점3/4차로(서울→파주),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3615,경기도,파주시,일반국도,77,자유로,02,,경기도 파주시 탄현면 대동리 433-2,37.80012138,126.6817539,시점1/2차로(파주→서울),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3616,경기도,파주시,일반국도,77,자유로,02,,경기도 파주시 탄현면 대동리 433-2,37.80012138,126.6817539,시점3/4차로(파주→서울),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3617,경기도,파주시,일반국도,77,자유로,02,,경기도 파주시 신촌동 397-3,37.73199398,126.6889701,문발IC 종점1/2차로(파주→서울),99,90,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
005-금촌1-005,경기도,파주시,기타,,평화로,3,경기도 파주시 평화로 54,경기도 파주시 금촌동 334-112,37.762433,126.77053,금촌초등학교 입구 건너편(평화로),4,0,,,경기도 파주시,031-940-4787,2023-05-10
123-금촌2-123,경기도,파주시,기타,,금빛로,3,경기도 파주시 금빛로 28,경기도 파주시 금촌동 978-19,37.75218,126.767379,금촌2공영주차장 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
116-금촌2-116,경기도,파주시,기타,,금빛로,3,경기도 파주시 금빛로 27,경기도 파주시 금촌동 978-18,37.752122,126.766462,금릉역 광장프라자 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H3566,경기도,파주시,지방도,360,부흥로,02,,경기도 파주시 광탄면 방축리 821-1,37.80817227,126.8469354,방축삼거리 624 방축삼거리 전(방축교→방축삼거리),02,50,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
H3498,경기도,파주시,시도,,방촌로,02,경기도 파주시 문산읍 방촌로 1671,경기도 파주시 문산읍 당동리 97,37.86320058,126.7808004,당동3근린공원(파주홈플러스→문산고교),02,50,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
H3500,경기도,파주시,시도,,책향기로,03,경기도 파주시 책향기로 452,경기도 파주시 동패동 1702,37.72414369,126.7219682,석곶초교 건너편(교하도서관→운정역),02,30,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
H3501,경기도,파주시,시도,,새꽃로,02,경기도 파주시 새꽃로 55,경기도 파주시 금촌동 974,37.75504144,126.767654,금화초교(금촌초교→파주우체국),02,30,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
H3503,경기도,파주시,지방도,359,방촌로,01,,경기도 파주시 탄현면 축현리 503-6,37.8023851,126.718244,탄현초교 건너편(고양→파주),02,30,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
H3504,경기도,파주시,지방도,364,사임당로,01,,경기도 파주시 법원읍 법원리 444-4,37.84842029,126.878397,천현초교(갈곡리→가야리),02,30,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
H3505,경기도,파주시,시도,,교하로,02,경기도 파주시 와석순환로 286,경기도 경기도 파주시 목동동 1051,37.72265112,126.7383719,산내초교(산들초교→자운학교),02,30,02,2020,경기도북부경찰청,031-961-3853,2023-11-01
H7948,경기도,파주시,시도,,숲속노을로,02,경기도 파주시 책향기숲길 39,경기도 파주시 동패동 1744,37.71998297,126.712557,두일초교(일산서구→두일중),02,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3711,경기도,파주시,시도,,마정로,02,,경기도 파주시 문산읍 마정리 688-1,37.89062952,126.760003,마정초교 건너편(자유IC→운천역),01,30,99,2021,경기도북부경찰청,031-961-3853,2023-11-01
H3712,경기도,파주시,지방도,3,우계로,02,경기도 파주시 파주읍 우계로 63,경기도 파주시 파주읍 파주리 432-19,37.83245792,126.8170862,파주초교(수억고교→파주농협),01,30,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
F8212,경기도,파주시,시도,,휴암로,01,,경기도 파주시 문산읍 내포리 1240-7,37.8469613,126.778325,내포2리마을입구(당동리→LG이노텍),02,60,99,2016,경기도북부경찰청,031-961-3853,2023-11-01
H3565,경기도,파주시,지방도,360,부흥로,01,,경기도 파주시 광탄면 방축리 724,37.80852261,126.8516717,광탄체육공원 건너편(벽초지수목원→방축삼거리),01,60,99,2020,경기도북부경찰청,031-961-3853,2023-11-01
202-운정3-202,경기도,파주시,기타,,미래로,3,경기도 파주시 미래로 377,경기도 파주시 동패동 1758-5,37.711982,126.744652,한울마을 신한프라자 뒤,4,0,,,경기도 파주시,031-940-4787,2023-05-10
206-운정3-206,경기도,파주시,기타,,와석순환로,3,경기도 파주시 와석순환로 90,경기도 파주시 야당동 1020,37.711486,126.749845,운정119안전센터 앞 삼거리,4,0,,,경기도 파주시,031-940-4787,2023-05-10
207-운정3-207,경기도,파주시,기타,,미래로,3,경기도 파주시 미래로 371,경기도 파주시 동패동 1749,37.71103,126.746121,한울마을 씨티타워 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
209-운정3-209,경기도,파주시,기타,,한울로,3,경기도 파주시 한울로 123,경기도 파주시 동패동 1762,37.710742,126.745564,이마트 파주운정점 주차장 출구 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
210-운정3-210,경기도,파주시,기타,,한울로,3,경기도 파주시 한울로 101,경기도 파주시 동패동 1755,37.711511,126.743846,한울마을 410동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
G0968,경기도,파주시,시도,,사임당로,02,,경기도 파주시 문산읍 선유리 산26-17,37.86230001,126.7996928,문산동초앞(법원읍→금촌),02,40,02,2018,경기도북부경찰청,031-961-3853,2023-11-01
G0970,경기도,파주시,시도,359,청석로,01,,경기도 파주시 다율동 982-2,37.73209441,126.7194011,청석초교앞(고양→문발공단),02,30,02,2018,경기도북부경찰청,031-961-3853,2023-11-01
106-금촌2-106,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 290,경기도 파주시 아동동 328-9,37.761874,126.776325,금촌제일교회 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
107-금촌2-107,경기도,파주시,기타,,시청로,3,경기도 파주시 시청로 11,경기도 파주시 금촌동 947-34,37.758427,126.774886,금촌 덕암빌딩 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
111-금촌2-111,경기도,파주시,기타,,새꽃로,3,경기도 파주시 새꽃로 240,경기도 파주시 아동동 355-3,37.76658,126.777678,파주시산림조합 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
006-금촌1-006,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 328,경기도 파주시 금촌동 329-158,37.764553,126.774461,금촌역 MH타워 앞1,4,0,,,경기도 파주시,031-940-4787,2023-05-10
006-금촌1-006,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 328,경기도 파주시 금촌동 329-158,37.764553,126.774461,금촌역 MH타워 앞2,4,0,,,경기도 파주시,031-940-4787,2023-05-10
117-금촌2-117,경기도,파주시,기타,,새꽃로,3,경기도 파주시 새꽃로 35,경기도 파주시 금촌동 984,37.752785,126.768075,새꽃마을 303동 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
007-금촌1-007,경기도,파주시,기타,,새꽃로,3,경기도 파주시 새꽃로 212,경기도 파주시 아동동 356-3,37.765772,126.775828,금촌지구대 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
119-금촌2-119,경기도,파주시,기타,,새꽃로,3,경기도 파주시 새꽃로 1,경기도 파주시 금촌동 978-18,37.75088,126.76799,파주우체국 뒤,4,0,,,경기도 파주시,031-940-4787,2023-05-10
004-금촌1-004,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 312,경기도 파주시 금촌동 51-30,37.76355,126.775157,금촌 금원빌딩 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
114-금촌2-114,경기도,파주시,기타,,평화로,3,경기도 파주시 평화로 37,경기도 파주시 금촌동 962-15,37.760889,126.771309,대한가축약품 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
121-금촌2-121,경기도,파주시,기타,,금빛로,3,경기도 파주시 금빛로 15,경기도 파주시 금촌동 986-5,37.750825,126.766447,금릉역 미라클프라자 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
008-금촌1-008,경기도,파주시,기타,,시청로,3,경기도 파주시 시청로 51,경기도 파주시 아동동 344-3,37.76021,126.778917,파주시청 별관 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
009-금촌1-009,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 264,경기도 파주시 금촌동 768-16,37.759791,126.777781,시청앞사거리 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
010-금촌1-010,경기도,파주시,기타,,평화로,3,경기도 파주시 평화로 15,경기도 파주시 금촌동 962-15,37.759233,126.772455,금촌 오일팩토리 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
002-금촌1-002,경기도,파주시,기타,,중앙로,3,경기도 파주시 중앙로 271,경기도 파주시 금촌동 803-4,37.760245,126.777104,금촌 광장빌딩 앞,4,0,,,경기도 파주시,031-940-4787,2023-05-10
124-금촌2-124,경기도,파주시,기타,,금릉역로,3,경기도 파주시 금릉역로 84,경기도 파주시 금촌동 978-13,37.751734,126.765899,금릉역 1번출구 건너편,4,0,,,경기도 파주시,031-940-4787,2023-05-10
H3557,경기도,파주시,지방도,360,평화로,01,,경기도 파주시 검산동 733,37.77457938,126.7395469,검산삼거리 618 검산삼거리 건너편(갈현사거리→문산제일고교),02,50,02,2021,경기도북부경찰청,031-961-3853,2023-11-01
